reviewDescription,ratingScore
nothing dislike ,3
super excited get  seemed work great noticed lot issue came downloading uploading file picture video including trying save picture sent via text trying add picture make collage app basically anything dealing selecting medium incredibly inconvenient pensiveface,2
came good condition arrived early turned fine however att marked missing stolen likely previous owner pay spend extra dollar purchase unlocked save hassle returning ,1
excellent product,3
skeptical refurbished  getting impressed far like buying new  half price went i work wonderful,3
 arrived one scratch back looked nice overall touchpad worked intermittently made difficult manipulate screen right bat  locked could add service home provider straight talk checked emei number activate suggested take att store help locked zack att associate help claiming way unlock  said could sell new one though amazon accepted request return conditional dollar amount pending review  hoping get money back,1
little skeptical renewed  scratch appeared perfect battery health brand new  packaging obviously original apple nicely professionally done thank much,3
great product like new,3
e super bueno caja generica tu recibo instrucionnes por si quisieras devolverlo,3
work perfectly,3
 corrupted cannot fixed esim work cellular app setting page apple tech support looked number said broken selling broken ,1
deja poner el icloud en el celular dice que muchas veces han puesto icloud en el telefono,1
described perfectly,3
love  perfect complication connecting  provider got excellent condition small scratch screen bad,3
 new intent purpose great sound quality defect see scratch pleasantly surprised finger crossed,3
gbaby live upgrade reliable fast bright color keep great charge love ,3
got i purple daughter arrived day earlier expected almost perfect quality slight scratch camera take away breathtaking photo nothing camera cover could fix,3
battery started deteriorated two month however facial recognition flaky wear glass mask sometimes face id set thing yet work half time find manually putting passcode multiple time day  work fine although top part screen touch sensitive,2
came amazing shape single scratch sign scratching damage,3
wife love,3
apple i line always successful vast ecosystem seamless user experience upgraded mini series loved lot hopefully apple reintroduced small form factor otherwise  boast great battery life feature always top notch,3
work like new checked battery health percent definitely worth purchase save lot money difference new i might get original charger box matter,3
 looked like brand new could find flaw work great,3
battery kook like new,3
got black tmobile locked gb i excellent condition really could tell brand new would highly recommend overspending new one carrier,3
muy bien solo que venia en caja,2
received  expected looked great able set home connect att account fine thought next day  get shut service go att check  turned back temporarily send work order see going got call later day store manager local att  marked stolen getting shut someone sold  stopped making payment att tagged stolen  supposed gone amazon refurbishing system ha buy,1
problem outdated update took forever ever since smooth sailing good quality  like price would go route,3
i work fine week use adapter started smoking plugged cord completely melted really dangerous hope seller look cord hope issue arise ,1
 arrived great condition charger included absolutely nothing wrong great price day warranty case anything go wrong,3
bought  took  company sim card  blocked like stolen sent back received refund month,1
supposed excellent condition many dent ,1
bought good condition paid many scratch screen small scratch camera lens also edge i damage going return happy purchase,1
spent new  sent garbage rd rate charger disappointed,1
 advertised att compatible att store took said definitely compatible return  waiting refund wrong advertising created big hassle,1
sold stolen izero star,1
bother waste time buying better spending money buying  new avoid massive headache,1
 block listed att reported stolen,1
 great condition however contacted att activate  told u stolen recommended returning amazon avoid issue processed return expect full refund third party seller also contacted amazon report seller,1
good offer perfect condition total recommend,3
getting amazing deal really nervous buying first thought scam definitely proved wrong bought black i seller reached saying stock black gave choice another color cancel obviously chose another color situation blue cost le black seller refunded owed sweet understanding far  go like brand new even battery life,3
sold i locked previous user sold amazon i owed balance,1
disappointing work cell network wifi stuck trying fix apple cannot help need return,1
 transfer data download update paper weight,1
soooo glad went refurb instead new saved like upon opening  zero scratch battery life basically brand spanking new happy customer,3
 great condition plus price right,3
disappointed  paint chipped arrived  percent battery arrived also  great work fine,1
came early battery practically brand new scratch  anything definitely recommend,3
excelente condición fácil para activar estoy muy satisfecha lo recibí ante de lo esperado lo recomiendo hundredpoints hundredpoints,3
ordered i supposed good condition arrived broken camera look camera clumsily repaired tried pas fully functional sending  back refund,1
product came faster expected perfect condition would definitely buy,3
llego como nuevo sin raspaduras en la pantalla la batería por ahora trabajado muy bien el precio se diga,3
month using  one day stopped connecting mobile service provider mobile service provider said cannot anything show someone locked  contact seller seller found,1
 unlocked forced spend extra money get usable ,1
first time ever purchased refurbished i given problem start quirky problem many explain article,2
great condition likenew refurb tried transfer old i new i failed tmobile fraudlock new i took day dealing tmobile remove fraudlock could use new i one could explain amazon refurb i fraudlock,3
second  refurbished amazon love xr since today upgraded scratch prestine condition battery health,3
i got one best one ever bought refurbished bought four refurbished is crack scratch screen burnin camera immaculate scratch camera battery capacity simple easy set photo first one bought  december screenshot april five month bought  refurbished is kept battery life longest,3
 excellent condition scratch indicate used product however battery dropped one weekend use year old i battery deathbed battery screen  casehousing renewed used ,2
look brand new scratch anything love smilingfacewithhearts new  thank seller smilingfacewithsmilingeyes,3
love,3
fast deliver good shape,3
item like new scratch blemish plthere scratch blemish received earlier stated placed order,3
product good easy quick set however damage side regarles paying excellent finish battery life scratch screen however price good,2
might little biased first ever i absolutely love amazing great shape camera amazing,3
love love product work great,3
beautiful battery life pricey get paid forive  month problemsbattery lasted day instead old  would last day without rechargingdont afraid order one refurbished smy came could tell brand newhighly recommend,3
product good surebattery health disappointed scratch hardware acceptable definitely could better,2
loved came looking exactly new bought used costa rica service provider issue adding esim battery work look awesome fully unblocked great choice spend money buying new cell  store future,3
happy purchase   came earlier expected within day  excellent condition one scratch ding etc set easy  esim card make sure service provider support esim cost buck activate esim set easy used move io app transfer data additionally  checked apple free able purchase applecare replacement insurance apple  smooth lag software issue saved purchasing  used overly satisfied purchase,3
like literally perfect dislike came android box nervous overall love new  transferred everything old  one perfectly fine help carrier,3
everything good far keep heating  feel physically hot sure technical problem one app keep exiting,2
labeled refurbishedexcellent amazon refurbished product excellent probably whatever right excellent scratch place think excellent removed screen protector put noticed scratch actual screen around front camera actual device work fine though another  would return one try,1
unhappy seller refused help battery replacement swap  arrived battery life day able charge capacityi ask refund swap new battery oh outside day  started showing warning message battery refused helpthe  giving prompt issue recommend frustrating see problem  marketed refurbishedwhen asked help refused decide double check battery day,1
described  show evidence ever used earlier watch purchased also perfect supplier one star covered fingerprint think asking much clean   clean,2
los do teléfonos vinieron con el de batería sin detalles en perfecta condiciones estoy muy contento,3
 like new excellent condition everything work well camera work great screen scratch flaw one small scratch side  big deal  case cover best part battery life extremely happy purchase blue color beautiful,3
happy,3
batery renewed post sale service useful,2
bought  excellent condition disappointed quality  dirty port lens weird scratch metal screen also deep scratch scuff battery life le ideal show picture actual product costumer idea buying,2
 actually pretty good scratch like someone used sand paper scratch,2
got excellent condition  came dirty like taken someone pocket mind cleaning keep mind upon cleaning deep scratch screen might even consider crack centimeter long see overlooked expecting bit better excellent quality  work great battery health checked setting decent price mind thing mentioned,2
buenas condiciones recomendadas,3
thought could trust review one pretty disappointed came ton scratch front feel deep bunch random white stuff side also came battery health bad expected picked excellent condition option would look refurbished brand one,1
price nice sure unlocked i jail broken show sign jail broken still good purchase,3
 came work fine issue surprisingly went pretty smoothly cost lot le going directly  service provider,3
scratch damage work perfectly fine camera work fine hard add cellular anything else good productthe photo quality good,2
think definitely worth buck think label come little got excellent one scratch screen big deal figure scratch would back  anywhere screen small scratch kind annoyed still great option would weary condition want ,2
pleasant experience seller processed order quikly shipped quickly product arrived advertised thanks,3
purchased item acceptable came basically brand new,3
cannot believe great  came brand new accessory needed including bonus  case battery capacity amazing top arrived earlier expected could happier purchase,3
la verdad muy conforme funciona perfecto,3
purchased  daughter christmas may  garbage got stuck update took apple store diagnosed several critical hardware malfunction  never properly registered seller show purchase date march apple store even touch purchased asurion insurance joke took hour file claim yellow i listed product system finally got claim filed get replacement pay get shipping label return  send amazon gift card cost  minus tax month getting  day ill amazon gift cardworst investment extra hundred buy directly apple  carrier joke,1
skeptical purchasing price took chance extremely satisfied purchase work perfectly flaw cheaper apple,3
 came early great shape,3
ordered  broke advertised quickest shipping comparing store elsewhere internet shipping method used meant later delivery date would gone elsewhere shipping time correctly advertised,1
thanks customer service able set  esim immediately receiving accurate instruction seller appreciate quality  everything working spectacular thanks well done,3
product description state sim internationally unlocked country e sim facility,2
fully completed set  yet would consider excellent condition scratch camera lens screen minor cosmetic issue small even noticable unless really looking,3
great product,3
like cannot tell renewed product look work perfectly thank,3
i perfect condition good bought wife,3
came time work great,3
 perfect condition,3
el teléfono en muy buen estado esta funcionando pero vino con un cargador cable compatible hizo un ruido al ponerlo cargarde resto parece todo ok,3
nice i look brand new supposed unlocked renewed idea know  locked carrier nothing return device definitely expected totally inconvenience time hope exchange make transaction right complete,1
time upgrade cell  naturally reached carrier show cash price amount monthly payment many month math astonished felt like better deal got last ipad amazon checked nearly half carrier asking purchased renewed  look brand new enjoying several week flawless performance never purchase new,3
perfect condition work price fair,3
going lie first scared would receive broken dirty old  said excellent condition meant excellent came two day early surprised see looked brand new scratch bump anywhere could see  worked perfectly came nice battery life perfect box accessory kind cheap great upgrading old i se spare around overall writing thisthis  work perfectly fine almost brand new price best certainly cheaper brand new one gripe  came kind full smudge wipe pain set esim bad take effort would highly recommend buying i seller probably going buy need upgrade honestly quite happy purchase,2
gustó porque muy buenas condiciones,3
 exa excellent condition mark scratch battery healthspeaks loud camera quality,3
scratch like new,3
packaging secure satisfied product good new looking forward business,3
love second time buying refurbished i could happy smilingfacewithsmilingeyes came scratch work perfectly fine arrived fast,3
hesitant buy refurbished  mixed review help either  came perfect condition single scratch battery percent bought replace xr feel like spending complaint,3
look good work greatbattery life,2
updated review return  work properly month half would fine day week would shut self randomly despite much charge  would turn self repeat process battery completely died got hot happened time able actually initiate return even though return  leaving star customer service great able get complete refund easily made return process quick smooth issued full refund soon received  mail purchased seller past would still use seller againthis  came almost brand new condition one super small mm scratch screen deep barely noticeable affect functioncameras great battery life came hold charge welloverall great  got quickit come apple charger listing say big deal bunch laying around second time bought  amazon disappointed either time last one lasted year upgraded i,2
 good condition,3
i whileeee pretty good  buy absolutely considered financing thru carrier like low  bill want add year honestly realize buying refurbished  paid really impressed aside tiniest scratch bottom  screen perfect condition took try get esim activated pretty seamless thus far got great  fraction price soooo much storage really happy purchase,3
looked great box minimal issue really noticeable issue  keeping charge,2
far good liked fully charged arrived like instruction,2
love look brand new work great issue way better price brand new one great deal,3
good condition battery ok overall good,2
worked great,2
first time getting refurbished i item arrived time today excellent condition thanks much,3
update issued full refund going try order againthe  otherwise great condition completely unusable marked stolen att would let transfer service update review whenif given full refund replacement really way checking  stolen,1
loved fact  arrived quickly price affordable device work amazing love new ,3
glass plate protector chipped promised new one mail poor quality control remove found small scratch decided going return new cover glass would probably hide cannot give five star still waiting new protective glass cover promised,2
usb work,2
first little hesitant purchasing used i could potentially small sign wear slightly deteriorated battery surprise  quite literally brand new single sign micro scratch battery health payed saving new one worth certainly recommend anyone buy renewed i amazon especially little hesitant,3
nice  one i one quite bit difference love heldit next old  transferred stuff new  beautiful lucky husband know  help come across something know complicated thanks amazon,3
trying activate esim found  unpaid balance different att account therefore could used att account reported lost stolen also battery maximum capacity,1
transferring old number  received unpaid installment att plan warning carrier mean unable use  intended used  need wait two business day seller reach week investigation completed extremely frustrating working device additionally  came usb charger us usb connected apple device thing stand advise purchase new  elsewhereupdate received message seller regarding apparently process check see  inventory paid released initial owner business seems sketchy highly advise utilizing service,1
 would stay minute time restarting,1
la entrega fue dentro del tiempomás sin embargo lo dejaron en el piso en día de lluvia más sin embargo indicaron que lo dejaron en el buzón de residencia fue así,1
picked refurb excellent condition received  many large scratch well led burn screen mind dent case portion many noticeable blemish screen say  even good condition,2
shipping extremely fast happy price compared going mobile switching sim card extremely easy quality great would never guessed refurbished far complaint,3
cannot hardly hear anything  clearly water damage,1
honestly little skeptical buying happy purchase battery life scratch  clean dent cracked glass  work like brand new would definitely buy buying wife one soon upgrading i definitely great deal price i year ago,3
 almost like new package love beautiful work fine shopping,3
bought excellent condition certified renewed i third party seller sent nice looking  fully setting find blacklisted att unpaid device meaning original owner never paid full paid installment plan att turned cell service could switch back old  drive att store reactivate old  could return one wait week refund could get money go buy new  elsewhere never buy used clearly seller checking item send total waste time,1
love ,3
repackaged original wrappinga great deal,3
sent beautiful  look brand new black listed cool refunded fairly quickly,1
everything fully functional box complaint screen scratch would prefer battery health bad could better,2
el teléfono estéticamente está bien solo tiene unos pequeños rasguños en los costados funciona bienlo único que parece bien e el estado de la batería para ser un reacondicionado excelente el estado de la batería está muy mal,2
happy i look good new good battery life work well touch screen sharp,3
todo perfecto,3
good clear easy use use personal business,3
ordered supposed excellent product although seems impecable outside came battery capacity,2
omg perfect scratch scuff battery life cannot believe happy purchase,3
like  battery health good camera good easy comfortable use,3
product exactly hoped wasno issue love long battery prop seller getting one right,3
excellent condition two small scratch mind came unlocked really satisfied,3
lo único que indica que el teléfono era renovado nuevo e la caja el papel que te envía amazon diciendo que e renovado de otra manera el teléfono estaba al,3
expect paying full excellent price condition what getchipped screen probably aftermarket oneseveral scratchesand average battery healthbeware renewed scant make clear enough,1
physical appearance  perfect condition never able complete data transfer old  new  fully charged  updated io tried time  would power within threefour minute never able complete download,1
i supposed renewed understand concept company call renewed,1
arrived promptly great condition look new,3
para el precio que pague e un muy buen equipo muy satisfecho x compra,3
problem activating work great like new condition,3
great camera probably reason bought love image stability taking video,3
 showed stolen could get activated,1
love actually unlocked legit,3
expecting best worst got best return thank god,3
perfect  came quick easy,3
i fue recibido con de capacidad máxima de batería llegó desbloqueado fue fácil de activar con mi proveedor de telefonía,3
expecting see multiple deep scratch screen considering product description said quality excellent would ok scratch body screen initiated return day recd  response seller return approved even day buying amazon renewed product ever definitely seller,1
work look like new,2
sure would someone wana pay buy much le,3
quality bad bought refurbished  seller good bought refurbished excellent condition  basically got used  dirty multiple deep scratch tell sell used  refurbished,1
opened today couple scratch ding side nothing serious battery life would exactly consider excellent going keep went activation transfer process went make first call person said sounded like water made another call thing huge waste time wait send back recieve refund received without  extended period time want additional fund tied waste time,1
never serious issue refurbished  amazon even always quick respond replace,3
son dropped  lake needed replacement excellent condition easy get set carrier,3
scratch everything work great battery life new,3
ordered premium supposed dent scratch one received dent scratchesbut battery capacity,1
fast shipment device excellent condition battery capacity,3
hesitant buying i directly apple let tell happy  work great problem scratch clear screen great camera great battery life next time need another i def looking first,3
shipping quick however  scratch screen arrived suppose get buying renewed,2
second cell  bought best experience good value good battery life,3
perfect purchasing experience thankful able reduce waist using renewed device understandably nervous quality device perfect aside fact come typical i box cannot tell come straight apple store would definitely buy,3
love new  came described work great complain love color face recognition work finger print let u talk battery life like  life lol  lot constantly charge plus got vote,3
work like new,3
product defective returning,1
cell bad condition write description,1
 locked use carrier spent almost worthless piece junk buy,1
cumple con lo especificado,1
sold faulty  face crack without dropping warning amazon thrid party company acting,1
solo duró unos días fallo la tarjeta interna pensiveface,1
el teléfono está en la mejores condiciones posibles viene con un cargador de buena calidad muy buena opción,3
fast transaction describedthere missing charger cable compatible therefore consider order incomplete,2
work great,3
arrived brand new  scratch mark anywhere  battery health,3
reflection seller definitely need known  would activate current straight talk plan argued customer service day would say active think familiar esim process able activate verizon prepaid knowledgeable process took great care,3
hesitant spending much love  unlocked easy use upgraded i friend bought  supposed unlocked able use send back unlocked hit miss,3
 cosmetically flawless came wscreen protector c type charging block new lightning charging cable  fully charged ready use impressed  perfect,3
understand thing happen refurbished  camera scratch incredibly noticeable definitely excellent condition waiting two week arrive sad need wait longer get new device,1
 came worked day suddenly reported stolen never worked amazon would honor return sent back got i get help total loss,1
tried get straight talk activate i three day would work sending  back,1
wanted protection new  plus favorite color,3
bought android price is decided going try is never one buying amazon way cheaper buying store apple website little hesitant bought  amazon always android worried one really would come unlocked thankfully extremely easy set literally bought mint mobile working cell  little hesitant think great purchase come traditional i box matter come part,3
found scratch screen time responded business refund part money service good addition battery capacity show percent actually feel resistant,2
la pase viendo opiniones para ver si animaba pero la verdad pense que era mentira que llegaban bien llego en exelente condición solo unos detalles mínimos bateria al sin piezas reperadas llego ayer espero siga asi que futuro tenga problemas pero lo dudo listo para otra compra futuro,3
buen equipo llego prácticamente impecable le hice pruebas todo funciona muy bien los microfonos bocinas camaras la condición de la batería llegó con un que e ma de lo que esperaba solo con un golpe en el lateral que solo se si ya sabes dónde está porque pasa desapercibido la pantalla sin un rayón al igual que la parte trasera,3
recibí el producto en perfecto estado sabiendo que e reacondicionado con batería al casi nada de detalles esteticos,3
sont buy  four month overheating company refuse send another buy wasting money,1
arrived two day early great condition actually i plus regular i nowhere packaging listing say plus arrived go setting say i plus,1
genial,3
el teléfono muy bienno llega en caja original pero si trae cable de cargael mío vino con un pequeño rayón en el cristal de la pantalla casi imperceptible pero nada que afecte el funcionamiento también traía la mica de cristal batería al la cámaras impecables e esim,3
pesar de ser reacondicionado se nota tiene rasguño alguno la batería esta al venía con un cargador genérico la pantalla ya venía con una mica de buena calidad realmente estoy muy satisfecho con la compra funciona perfectamente tiene ranura para chip físico yo tengo plan de datos por lo que tuve problema en usar esim,3
la verdad confiaba mucho en comprar un equipo así sin embargo lo recomiendo mucho llega intactocomo nuevo la batería al llegó en caja cargador genéricose tuvo que activar una esim sin embargo esto fue rápido,3
llego muy rápido esperaba más del teléfono ya que en la descripción dice estado excelentepero el teléfono tiene algunos detalles estéticos unos golpes en la esquinas los marcos de la cámaras unas pequeños rayones en la pantallay de pilay en mi caso llego para utilizarse con esimespero todo bien con el paso del tiempo falle,2
muy buen producto llegó con el de pila sin duda compraría otro,3
el artículo llegó en excelente estado prácticamente nuevo,3
also come charger  case bought separately,3
every thing great,3
cel  look great scratch dent return cuz hubby went got one day lol still waiting refund hope hassle return money keep ya posted,1
bought two  month one  locked reported stole want refund,1
 came wonderful condition battery health good everything working properly great buy recommend,3
feliz con mi i e igual comprar uno en la tienda de apple,3
gift husband far really like  every thing work great happy picked one,3
week ipone working anymore ups supposed show come ups support available computer voice helpful take care,1
got  day ago first  seemed good quality able configure without problem noticed battery went quite fast think much yesterday  data stopped working sudden hopefully worked restarting  today even though  battery turned cannot turn  even charge anymore respondingnow would like get refund erase i data  need turned far worst experience amazon never buy refurbished  ever,1
temperature i need cool use keep popping  hot cool,1
 great clean battery drain faster expected even though battery health show disappointing hate worrying  charge every often,1
got yesterday requested refund immediately see picture screen working amazon approved return waiting seller send label,1
 unlocked like stated said generic i would work carrier service send back,1
appearance quality,2
 month getting worse since got camera app completely glitched let take photo randomly cut sound tell get text message randomly power reason never  difficult hope fix know might bug frustrating experience meedit  horrible actually worst  ever want buy i buy model new one horrendous,1
reading review unlocked  buy freaked mine came able set issue le minute definitely worth,3
using  day problem work perfectly look like brand new,3
llego en perfecta condiciones sin ningún rasguño buen empacado funcionando bien lo que gusto fue su memoria de gb estupendo,3
love like new everything work perfection without scratchesi recomended,3
 showed like new transfer old sim  seamless love new  problem report,3
 arrived promptly look like new came charger well super happy purchase,3
llegó tarde rayado con la batería mala deberían poner fotos real de los teléfonos disponibles para caer en este engaño,1
 came defect camera apple identified camera unknown scratch thought could go ahead use  considering price suddenly camera stop working send  back seller hoping refundsadly refunded part payment restocking fee deduction item damage refunded half originally paid would recommend seller anyone buyer beware,1
battery health subpar multiple scratch i seller rated excellent condition communication good seller end would answer question condition battery prior shipping buy i amazon take risk known mistake buy something like amazon,1
 arrived timely continually spontaneously turn battery feel hot touch product going back tomorrow disappointed child main gift working correctly,1
able activate carrier  spent hour trying get transfer esim would let reason even took carrier store tech support said  locked carrier accepted,1
called apple amazon company sold  service provider one could get  unlocked waste time total week buying refurbish company,1
ordered purple i got white i perfect condition far battery seems ok  locked called provider know one know much esim overall wish would looked overall review  seem locked  look brand new taking gamble could activate  would care white took time clean everything seen scratch sent everything else work great cannot call anyone sign icloud activated saturday cannot talk anyone good luck think would rather stick old school sim card,2
start  come day early like fact sign package making sure secure delivery set little bit difficult overall easy know switching physical sim card esims card call provider go store get situated scratch issue uploading information,2
 work great disappointed opening box receive charger block plug wall previously ordered another  husband receive charger block however mine come one would like request receive charger block plug outlet,2
beautiful  unable activate verizon said  flagged system account nonpayment never activate prior account holder pay balance amazon renewed program seller never resold  livid,1
bought i verizon went set verizon imei say device locked contact previous carrier basically dud  returning disappointed,1
still celephane front  contacted apple copy old  rep said qualified apple choose elected get apple care yr warranty figure someone bought  changed mind,3
problem,3
bought renewed i replace older i work like new battery life much improved happy purchase,3
arrived perfect condition happy purchase,3
back camera flashlight even work battery health,2
i sim slot seller advertises page luckily carrier esim technology otherwise would waste money,2
 almost perfect scratch touch screen pretty good well battery life,3
great conditionjust scratch edge speaker low ringsbattery life fully unlocked statedvery nice overall pleased purchase,2
sure condition refurbished i would arrive looked brand new except max battery guaranteed transfering data good visit xfinity activate  none password seemed transferred old ithe remaining issue getting  connected car charge car may put enough power,3
really like use timeit user friendly reliablethankyou,3
 showed good condition scratch blemish issue yet,2
made believer thought way spend money honest god writing review  month hold charge well forever buy  amazon worth transferred everything actual sim card esim tech savvy easy easy favor save damn money buy ,3
look feel authentico good buy,3
speaker full look like food sort cannot hear noise quiet  worth,1
cut onoff button work,3
perfect condition ill never pay full price ,3
spent several hour dealing i trying get unlocked verizon also couple trip carrier store gift wife apparently seller check status refurbished  sell one unpaid balance carrier lock would left bad review first place seller would respond voicemail email sent back still refund communication buyer beware,1
nice  dent mark battery health,3
keep mind first time buying refurbished renewed item ever wanted buy  best condition possible buying refurbished morality price also want  look nicethe  clear scratch actual screen outer scrape along bottom side also seemed scratch scrape around camera everything appeared working order battery cannot complain felt paying much money want product look best exterior well return easy seller exchange professional mind scratch price think satisfied might somebody,2
purchase seller falsely advertising apple product paid  worked le month battery charge  power took local apple store yesterday informed apple product nit repair replace battery even paid apple certified repair place touch apple product consumer bewaire falsely advertised huge waste money opening fraud case resolved,1
great looking i also shipped really fast cannot thank everyone enough involved getting  shipped worked great,3
 looked worked like brand new happy purchase,3
bought i used att locked verizon tried contact seller get exchange allow despite item listed sell although higher price would recommend buying seller,1
got  expecting problem due high review set got text saying payment plan shutting although shut bought  full previous  payment plan upsetting disappointing company,1
 looked great worked first month carrier locked stolen error corrected continued happen month returning  disappointedupdate returned  original package seller claim return correct  receive refund,1
 arrived today great condition contacted att issue transferring data new  find  locked due stolen,1
many attempt connect  arrived got email att saying blocked new  attempting connect stolen device also blocked internet device able return refund sure hope tried resell,1
first ran buried old i backhoe tractor removing stump foot deep wife call old  make ring could unbury find basically shattered front back glass shattered repair replace glass ubreakifix i doctor going cost took chance decided buy online amazon pefect defect issue problem month easy transfer old  everything sinked easy peasy looking  half price,3
got  today scuff scratch like review everything look exceptional unfortunately battery health biggest fear buying renewed course terrible expected buying renewed  work great see next month like performance wise,2
 nearly mint condition unlocked stated description clean serial number carrier payment delinquency lockreported stolen etc battery health mid issue noticeable chip bezel return however outside damage scratch elsewhere  body screen want deal return process knew never going visible case anyways overall satisfied  got even perfect,2
i great upon getting  noticed could tell renewed look great run like new  exactly need bonus  much cheaper buying renewed v brand new,3
buy excellent quality come scratch screen besides imperfection love friend also buy i amazon great lucky,2
 perfect arrived quickly described,3
bought daughter dropped  lake priced reasonable arrived looking brand new everything function,2
refurbished looked new work,3
el producto llegó en buen estado llevo más de un me usando va muy bien funciona perfecto satisfecho,3
come instruction booklet thank god google,3
refurbished  bought defect camera issued full refund next day issue company seem like really care customer service,3
say straight talk best i asked,2
 excellent cosmetic condition however battery died every day pm thing happened old  xr reason got new one,2
love new i,3
good working order,3
daughter love,3
used  time seems good new battery really good,3
like new great quality issue,3
returned device week ago still refund  looked great put would randomly power cycle using even used returned  via ups store return status still pending get return beware seller kind problem amazon following customer service,1
tried activate refurbished unlocked  told apple customer service app locked find  previous owner would need sign account useless anyone else,1
received  factory reset tried cell service told  reported lost stolen confirmed several website track imei number cannot add cell service since blacklisted,1
joke took  att activated said locked reported stolen nothing could requested refund dropped ups store week ago still credited hundred dollar,1
tried set i unlocked even though said return buy brand new one carrier inconvenient waiting refund,1
product total scam  locked matter buy one bought son proved locked,1
called att activate imei reported stolen warned,1
buy selleri bought  blocked payment left nightmare experience since traveled ,1
cellular resource sold  carrierlocked due unpaid bill previous owner profit return look sweetheart term cellular resource device received personal account lock refunded initial sale price cellular resource kicked amazon selling defective product,1
went activate  reported stolen return get money back,1
 looked great appeared work tried activated account att rep stated  locked reported stolen saying vendor fault deep leave delay resolve,1
 got still linked someone att account may able activate person stopped paying would stuck blacklisted  outside return window also got christmas present time order another go apple store pay full price,1
bought excellent condition i received one exactly excellent scratch surprise battery health digging deeper battery cycle rd amazon renewed i bought family feel peace mind day return guarantee,3
camera working back screen black change finally see image take photo take picture ring side also capturing camera lens,1
 definitely excellent condition described stretch visible seemed like  used protective case second camera must changed evident stretch around taking video evident loud background noise glad caught almost decided keep i able return without issue full refund added n got brand new apple wo taking risk ty,1
vendedor muy atento llegó directo mi casa todo bien con el software del equipo,3
todo excelente,3
look like brand new still original package seal battery life,3
purchase mobile may working till august show mode carrier say imei blocked due reasonand tried solve issue seller respond refunding want money back item response refunding item ready return itemthanks,1
returned month ago still refund fyi,1
 locked cannot activated,1
first i always thought is way superior android sturns  overall pretty bad especially io lacking fundamental function would take granted like back button example another example apple superior stay default icon screen cannot even change theme  without paying well least change order icon screen like right cannot i want know date pull whole as screen see need know day anyways people like apple obviously every setting need go home screen tab setting icon hear loud music  annoying warning music loud cannot turn offi wanted give back waited long far least favorite also expensive  ever,1
happy i,3
visible dent,1
dislike paid extra excellent condition multiple noticeable scratch would assumed good condition best known condition excellent would come would paid extra money otherwise satisfied see day go would rated star screen better condition paid,2
good used i good price,3
 came percent came scratch anything thing missing shipping delayed trouble amazon delivering great,2
bought i excellent condition sign wear scratch mint condition battery health still also bought one unlocked able take apple store transfer data old service  number transferred easy even go att also delivered two day earlier expected,3
good  good quality fast shipping scratch ding,3
dissapointed purchase purchased  july received july day realized camera working contacted apple customer service running diagnostic test informed camera device changed replaced nongenuine apple camera reporting amazon told could take business day money returned returning device bought  need  use deception without  however long take recommend buying  nightmare need money back,1
always buy renewed  first time got  like,1
good product say renewed like brand new cell  love keep giving good service product,3
two little tiny scuff mark edge  literally could see unless looking battery life look work great,3
al principio dude en hacer la compra sentía muy nervioso ya que e la primera vez que compró un teléfono renovado sabía en qué condiciones llegaría el teléfono pero decidí realicé la compra la verdad e que estoy totalmente satisfecho con la compra ya que el teléfono viene como nuevo condiciones de batería al la verdad e que volvería comprar otro igual también gustó que viene con protector de pantalla viene con un cargador generico un cable pero se agradece,2
love sm exactly liks think recommend getting itit physical simwhich mean dosent hole put sim card ill still work j got put info far good,3
bought i wanted get away android without spending ton money brand new i fast sleek  came looking almost perfect faint scratch screen battery health came standard apple charging cord box buying is company going forward,3
love  sent wrong color wanted purple sent white yeah,2
looked like new,3
rated star battery health scratch side  packing awful came small box bubble wrap around   work great heat every,2
i came like new condition two depression like new battery life recommendation seller,3
llegó en perfecta condiciones con la batería al,3
 really nice camera really clear love  definitely recommend,3
fence buying refurbished i read review knew part everyone satisfied still skeptical heated exchange carrier cost new  current customer decided give try opened box detailed inspection found slight scratch screen side interfere anything noticeable lock screen battery life camera work issue everything else like bought new apple amazon rated excellent condition agree,3
purchased purple i unlocked come carrier unlocked like supposed able unlock help apple support plug i computer restore via itunes app called apple first contacted seller offer refund knew going find i price plus  came great condition damage lil tiny tiny scratch apple symbol behind  noticeable unless really look everything seems functioning normal,3
el producto llegó en excelente estado cumple con la expectativas,3
muy bueno muy bonito,3
bought daughter birthday upgrade i loved practically brand new,3
purchased  switching spectrum mobile  great affordable issue highly recommend,3
bought refurbished  excellent condition worked appeared brand new week still work perfectly would highly recommend someone looking le pricey option,3
basically excellent condition battery health,3
se en perfecta condiciones realmente comprar un refurbished e lo mejor ya que te ahorras dinero funcionan super bien,3
work well problem,3
good battery life quick charge,2
 delivered day earlier speculated thought grand although mentioned good condition pretty scratched screen edge crevice also pretty dirty around camera  edge,2
sooooo worried going review people saying really unlocked return could hook cell network got able connect everything working min scratch back apple another front right corner minor barely notice dream  way could afford apple glad amazon  good price condition seriously made dream come true sorry people bad experience mine would recommend  end issue road ill edit complaint purpleheart,3
prepared talk cellular network people set sim chip old  still  amazing best quality would think brand new apple making sim reader difficult set cellular network nothing  apple carrier straight talk idea fix problem talk main people work great though charge fast love purple color screen mark,3
tell new,3
